Platform;Year;Global_Sales
DS;2011;0.32
PS;1997;0.32
Wii;2007;0.32
PS2;2003;0.32
PS;1995;0.32
PSP;2008;0.32
PS2;2004;0.32
Wii;2008;0.32
PS2;2001;0.32
SAT;1995;0.32
PS;1999;0.32
GBA;2005;0.32
PS2;2002;0.32
PSP;2005;0.32
GBA;2005;0.32
NES;1991;0.32
X360;2009;0.32
PS2;2003;0.32
PS2;2009;0.32
DS;2009;0.32
GBA;2002;0.32
2600;1982;0.32
PS;1997;0.32
DS;2008;0.32
PS4;2016;0.32
PSP;2007;0.32
XB;2002;0.32
Wii;2008;0.32
Wii;2010;0.32
SNES;1993;0.32
PS2;2003;0.32
GBA;2002;0.32
PS;1997;0.32
PS;1997;0.32
SNES;1994;0.32
XB;2003;0.32
GBA;2001;0.32
PS2;2008;0.32
X360;2007;0.32
DS;2009;0.32
XB;2004;0.32
PS2;2001;0.32
X360;2010;0.32
SNES;1996;0.32
PS;2001;0.32
PS2;2000;0.32
PSP;2007;0.32
X360;2011;0.32
X360;2010;0.32
PS2;2002;0.32
PS2;2009;0.32
PSP;2007;0.32
DS;2008;0.32
XOne;2015;0.32
Wii;2008;0.32
PS2;2004;0.32
XB;2002;0.32
PS;1998;0.32
PS3;2016;0.32
DC;1999;0.32
PC;2011;0.32
XOne;2015;0.31
PC;2011;0.31
X360;2009;0.31
Wii;2010;0.31
PS;1997;0.31
PSP;2011;0.31
XB;2003;0.31
Wii;2010;0.31
PS;1995;0.31
Wii;2007;0.31
DS;2010;0.31
PS2;2007;0.31
DS;2007;0.31
GBA;2003;0.31
PS3;2014;0.31
SNES;1995;0.31
3DS;2011;0.31
GB;1999;0.31
PSP;2008;0.31
PS;1998;0.31
Wii;2008;0.31
X360;2008;0.31
XB;2002;0.31
PS2;2005;0.31
DS;2007;0.31
DS;2005;0.31
3DS;2015;0.31
3DS;2014;0.31
DS;2010;0.31
PS3;2007;0.31
PS4;2016;0.31
PS2;2003;0.31
PS;1996;0.31
XB;2004;0.31
XB;2005;0.31
XB;2005;0.31
DS;2006;0.31
PS;1997;0.31
PS;1998;0.31
DS;2009;0.31
XOne;2014;0.31
X360;2010;0.31
X360;2012;0.31
PS2;2003;0.31
PS2;2009;0.31
DS;2007;0.31
SAT;1995;0.31
PS;2001;0.31
XB;2005;0.31
GBA;2005;0.31
PS;1999;0.31
PSP;2005;0.31
Wii;2009;0.31
PSP;2010;0.31
N64;1997;0.31
N64;1998;0.31
N64;1999;0.31
N64;1998;0.31
N64;1999;0.31
N64;2001;0.31
PC;2015;0.31
DS;2006;0.31
X360;2010;0.31
XOne;2015;0.31
3DS;2014;0.31
Wii;2008;0.31
Wii;2010;0.31
PS2;2007;0.31
Wii;2008;0.31
Wii;2008;0.31
DS;2010;0.31
GBA;2002;0.31
Wii;2009;0.31
2600;1982;0.31
PS2;2005;0.31
DS;2005;0.31
X360;2005;0.31
PS2;2008;0.31
SAT;1997;0.31
PS3;2008;0.31
Wii;2010;0.31
X360;2006;0.31
PS;1998;0.31
XB;2004;0.31
PS;1997;0.31
DS;2006;0.31
PC;2012;0.31
GC;2002;0.31
PSP;2012;0.31
PS3;2012;0.31
DS;2010;0.31
PS;1998;0.31
PS2;2002;0.31
PSP;2007;0.31
PS3;2011;0.31
PS2;2001;0.31
PS;1998;0.31
PS2;2001;0.31
SNES;1993;0.31
2600;1981;0.31
PS2;2002;0.31
PS;1999;0.31
PSV;2013;0.31
PSP;2010;0.31
Wii;2009;0.31
DS;2009;0.31
XOne;2013;0.31
PS;1999;0.31
PS3;2009;0.31
PSP;2010;0.31
XB;2002;0.31
PS;2000;0.31
GBA;2001;0.31
PS;2000;0.31
PS2;2002;0.31
SNES;1996;0.31
SNES;1994;0.31
PS2;2000;0.31
3DS;2013;0.31
DS;2009;0.3
X360;2009;0.3
GBA;2005;0.3
DS;2006;0.3
XB;2003;0.3
GBA;2002;0.3
PS3;2014;0.3
X360;2014;0.3
GB;1995;0.3
SAT;1996;0.3
PS;1998;0.3
PSP;2005;0.3
Wii;2011;0.3
GBA;2003;0.3
PS;2000;0.3
PS3;2012;0.3
PS3;2007;0.3
Wii;2007;0.3
PSP;2006;0.3
WiiU;2014;0.3
PC;2006;0.3
PS;1995;0.3
PS2;2005;0.3
DS;2010;0.3
GC;2002;0.3
GBA;2005;0.3
PS2;2003;0.3
X360;2011;0.3
X360;2011;0.3
DS;2009;0.3
Wii;2010;0.3
GBA;2005;0.3
PS2;2005;0.3
SAT;1995;0.3
GBA;2006;0.3
DS;2007;0.3
PS;1997;0.3
PSP;2010;0.3
PS2;2006;0.3
PSP;2007;0.3
NES;1990;0.3
DS;2011;0.3
DS;2008;0.3
DS;2007;0.3
PS2;2007;0.3
PS3;2013;0.3
SAT;1994;0.3
PC;2004;0.3
3DS;2011;0.3
PS4;2015;0.3
DS;2009;0.3
X360;2007;0.3
Wii;2008;0.3
PS4;2014;0.3
PSV;2014;0.3
Wii;2010;0.3
PS2;2002;0.3
DS;2008;0.3
SNES;1994;0.3
PS4;2015;0.3
PS2;2001;0.3
DS;2008;0.3
N64;1999;0.3
N64;1999;0.3
DS;2006;0.3
GBA;2003;0.3
DS;2009;0.3
X360;2007;0.3
PS4;2015;0.3
PS;1997;0.3
3DS;2011;0.3
PS2;2000;0.3
GBA;2003;0.3
SNES;1997;0.3
X360;2006;0.3
PSP;2011;0.3
PS;2000;0.3
PC;2005;0.3
PS2;2003;0.3
PS2;2000;0.3
SAT;1996;0.3
DS;2007;0.3
X360;2011;0.3
3DS;2012;0.3
SNES;1995;0.3
PS;1996;0.3
X360;2007;0.3
PC;2014;0.3
X360;2008;0.3
Wii;2012;0.3
PS2;2004;0.3
PSP;2006;0.3
Wii;2009;0.3
DS;2011;0.3
PC;2003;0.3
SNES;1995;0.3
PSV;2014;0.3
PS4;2016;0.3
PS3;2011;0.3
PS2;2005;0.3
DS;2009;0.3
Wii;2010;0.3
X360;2012;0.3
PS2;2006;0.3
PSV;2016;0.3
DS;2007;0.3
GBA;2003;0.3
DS;2006;0.3
DS;2005;0.3
DS;2007;0.3
PS3;2009;0.3
GBA;2004;0.3
GBA;2002;0.3
PS3;2009;0.3
PS;1997;0.3
X360;2009;0.3
X360;2007;0.3
GB;1999;0.3
GC;2004;0.3
PS3;2012;0.3
PS2;2004;0.3
XB;2003;0.3
DS;2005;0.3
X360;2008;0.3
DS;2007;0.3
Wii;2010;0.3
Wii;2006;0.3
XB;2003;0.3
X360;2014;0.3
GC;2002;0.3
Wii;2011;0.29
2600;1986;0.29
DS;2020;0.29
PS2;2002;0.29
PSP;2006;0.29
PS3;2010;0.29
DS;2006;0.29
X360;2009;0.29
X360;2010;0.29
Wii;2009;0.29
PSP;2005;0.29
DS;2010;0.29
X360;2009;0.29
GBA;2003;0.29
GBA;2002;0.29
PS3;2007;0.29
PSV;2014;0.29
SAT;1995;0.29
WiiU;2013;0.29
Wii;2007;0.29
XB;2002;0.29
PS3;2014;0.29
PS3;2009;0.29
PS;1999;0.29
PS2;2002;0.29
X360;2009;0.29
PSP;2010;0.29
Wii;2007;0.29
Wii;2009;0.29
PS2;2009;0.29
PS3;2010;0.29
GC;2005;0.29
PS2;2000;0.29
Wii;2007;0.29
PSP;2008;0.29
PS;1998;0.29
PS;2000;0.29
PS3;2013;0.29
X360;2005;0.29
Wii;2009;0.29
SAT;1996;0.29
DS;2009;0.29
PS;2000;0.29
PS;1997;0.29
PS2;2008;0.29
Wii;2010;0.29
PS2;2006;0.29
SNES;1994;0.29
X360;2010;0.29
Wii;2011;0.29
GC;2002;0.29
PS3;2012;0.29
2600;1983;0.29
DS;2009;0.29
XB;2005;0.29
Wii;2011;0.29
Wii;2010;0.29
PSP;2010;0.29
GBA;2003;0.29
PS3;2011;0.29
X360;2013;0.29
PS2;2004;0.29
Wii;2009;0.29
PS2;2005;0.29
PSV;2012;0.29
3DS;2012;0.29
2600;1981;0.29
PS2;2001;0.29
N64;1998;0.29
N64;1998;0.29
N64;1999;0.29
N64;1999;0.29
N64;1999;0.29
N64;1999;0.29
N64;1999;0.29
N64;1997;0.29
PS3;2007;0.29
PC;2011;0.29
DS;2010;0.29
GBA;2003;0.29
PS2;2009;0.29
X360;2008;0.29
PS2;2005;0.29
Wii;2009;0.29
GC;2004;0.29
3DS;2013;0.29
X360;2012;0.29
3DS;2014;0.29
Wii;2012;0.29
XB;2007;0.29
PS;1996;0.29
XB;2003;0.29
X360;2011;0.29
PS3;2015;0.29
XB;2005;0.29
PS;1996;0.29
X360;2011;0.29
SNES;1991;0.29
X360;2013;0.29
Wii;2008;0.29
Wii;2007;0.29
PS2;2002;0.29
DC;2002;0.29
PS2;2005;0.29
PS2;2002;0.29
DS;2004;0.29
X360;2013;0.29
DS;2004;0.29
PS3;2009;0.29
DS;2008;0.29
3DS;2012;0.29
Wii;2007;0.29
PS;2000;0.29
Wii;2008;0.29
3DS;2013;0.29
PC;2014;0.29
PS2;2007;0.29
PS3;2013;0.29
PS;2000;0.29
PS2;2004;0.29
PS;1996;0.29
PS2;2003;0.29
DS;2008;0.29
PS2;2004;0.29
Wii;2010;0.29
PS;1999;0.29
X360;2009;0.29
DS;2011;0.29
PS2;2006;0.29
PS;1999;0.29
X360;2007;0.29
PC;2016;0.29
SNES;1992;0.29
DS;2008;0.29
PS3;2011;0.29
PS3;2012;0.29
GC;2004;0.29
PSP;2008;0.29
DS;2007;0.29
XB;2003;0.29
PS;1996;0.29
DS;2008;0.29
DS;2011;0.29
DS;2010;0.29
GBA;2001;0.29
GBA;2003;0.29
PS3;2007;0.29
X360;2012;0.29
DS;2008;0.28
X360;2011;0.28
Wii;2009;0.28
PS2;2003;0.28
PS2;2008;0.28
X360;2009;0.28
PS;1997;0.28
PS3;2012;0.28
GBA;2003;0.28
GBA;2005;0.28
DS;2007;0.28
SNES;1995;0.28
DS;2007;0.28
SNES;1994;0.28
XOne;2014;0.28
PS;2000;0.28
XB;2005;0.28
X360;2010;0.28
PS2;2001;0.28
Wii;2010;0.28
PS4;2016;0.28
XB;2002;0.28
GBA;2006;0.28
GBA;2001;0.28
PS2;2003;0.28
PS3;2010;0.28
PS2;2003;0.28
GC;2003;0.28
WS;1999;0.28
GBA;2005;0.28
PS3;2008;0.28
PS4;2016;0.28
X360;2006;0.28
XB;2005;0.28
SAT;1995;0.28
PSP;2006;0.28
DS;2009;0.28
GBA;2004;0.28
Wii;2006;0.28
GBA;2006;0.28
2600;1982;0.28
PS2;2004;0.28
N64;1999;0.28
DS;2010;0.28
WiiU;2013;0.28
PS;2002;0.28
PS3;2010;0.28
PS2;2003;0.28
XB;2003;0.28
GB;1991;0.28
DS;2007;0.28
XOne;2016;0.28
GBA;2002;0.28
PSV;2013;0.28
PSP;2011;0.28
NES;1991;0.28
PS2;2002;0.28
PS2;2007;0.28
GB;1991;0.28
SNES;1991;0.28
PS2;2008;0.28
GBA;2002;0.28
DS;2007;0.28
PS2;2006;0.28
PS2;2002;0.28
Wii;2010;0.28
PS3;2013;0.28
PS2;2007;0.28
XB;2003;0.28
PS3;2015;0.28
PS2;2003;0.28
DS;2010;0.28
PSP;2007;0.28
GBA;2001;0.28
PS2;2006;0.28
WiiU;2012;0.28
DS;2007;0.28
DS;2010;0.28
DS;2010;0.28
PS2;2004;0.28
X360;2007;0.28
GBA;2002;0.28
PS;1998;0.28
PS2;2006;0.28
X360;2009;0.28
PS2;2002;0.28
SNES;1995;0.28
XB;2004;0.28
PS3;2011;0.28
PS;1995;0.28
GBA;2003;0.28
SNES;1992;0.28
PS3;2014;0.28
GC;2004;0.28
XB;2001;0.28
X360;2011;0.28
PS4;2016;0.28
3DS;2012;0.28
PS4;2016;0.28
PS2;2007;0.28
PC;2004;0.28
PS2;2001;0.28
PS2;2002;0.28
PSV;2014;0.28
DS;2006;0.28
PS2;2000;0.28
DS;2010;0.28
PSP;2007;0.28
PS2;2001;0.28
SAT;1997;0.28
PSP;2011;0.28
DS;2010;0.28
PS;1998;0.28
PS3;2009;0.28
PS2;2008;0.28
XB;2005;0.28
Wii;2010;0.28
PS2;2009;0.28
SNES;1992;0.28
WiiU;2012;0.28
DS;2011;0.28
SAT;1994;0.28
PS2;2003;0.28
GC;2003;0.28
DS;2006;0.28
PS;1998;0.28
X360;2006;0.28
PC;2012;0.28
GC;2001;0.28
Wii;2008;0.28
DS;2008;0.28
PS3;2013;0.28
PS;1998;0.28
PS2;2008;0.28
XB;2005;0.28
PS2;2003;0.28
PS2;2008;0.28
Wii;2008;0.28
Wii;2010;0.28
X360;2011;0.28
GBA;2001;0.28
PS2;2002;0.28
GBA;2003;0.28
PSP;2011;0.28
PC;2010;0.28
SAT;1996;0.28
PS;1997;0.28
GB;2000;0.28
3DS;2012;0.28
Wii;2009;0.28
PSP;2012;0.28
PS4;2015;0.28
SNES;1995;0.28
PSP;2008;0.27
PS2;2007;0.27
DS;2007;0.27
PS2;2000;0.27
2600;1982;0.27
Wii;2014;0.27
DS;2007;0.27
XB;2003;0.27
PS3;2010;0.27
PS;1996;0.27
GC;2004;0.27
GBA;2002;0.27
PS;1998;0.27
PS;1997;0.27
GBA;2001;0.27
Wii;2013;0.27
DS;2005;0.27
PS2;2004;0.27
PS;2001;0.27
XB;2001;0.27
X360;2010;0.27
DS;2009;0.27
PS2;2009;0.27
DS;2008;0.27
PS;2000;0.27
PS;1997;0.27
PS;2000;0.27
PS;2001;0.27
PS4;2015;0.27
X360;2010;0.27
PS3;2013;0.27
DS;2006;0.27
DS;2005;0.27
2600;1984;0.27
PSP;2010;0.27
PC;2014;0.27
PS2;2004;0.27
PS;1996;0.27
PSP;2009;0.27
PSP;2006;0.27
PS;2000;0.27
PS2;2002;0.27
GC;2003;0.27
SNES;1993;0.27
X360;2008;0.27
SNES;1994;0.27
3DS;2012;0.27
PS2;2004;0.27
GBA;2002;0.27
X360;2011;0.27
PSP;2006;0.27
X360;2006;0.27
2600;1980;0.27
PS2;2009;0.27
PS3;2011;0.27
XB;2004;0.27
GB;1996;0.27
PS2;2001;0.27
GBA;2006;0.27
PS4;2015;0.27
GC;2005;0.27
DS;2010;0.27
GC;2002;0.27
PS3;2014;0.27
GBA;2002;0.27
GBA;2002;0.27
GB;2000;0.27
PS2;2004;0.27
PS4;2014;0.27
XB;2005;0.27
Wii;2007;0.27
PS2;2004;0.27
PS3;2008;0.27
XB;2001;0.27
DS;2008;0.27
PC;2011;0.27
N64;1997;0.27
N64;1998;0.27
N64;1998;0.27
N64;1999;0.27
N64;1999;0.27
X360;2011;0.27
PS2;2005;0.27
3DS;2012;0.27
PSP;2005;0.27
PS2;2007;0.27
DS;2011;0.27
PC;2013;0.27
PS2;2007;0.27
XB;2005;0.27
GBA;2001;0.27
PS2;2000;0.27
DS;2010;0.27
Wii;2008;0.27
X360;2008;0.27
DS;2008;0.27
XOne;2014;0.27
SNES;1995;0.27
PS3;2008;0.27
X360;2013;0.27
Wii;2010;0.27
PS3;2011;0.27
SNES;1994;0.27
DS;2009;0.27
GBA;2001;0.27
PS2;2001;0.27
GC;2003;0.27
X360;2015;0.27
XB;2002;0.27
X360;2009;0.27
PS;1999;0.27
DS;2010;0.27
X360;2009;0.27
DS;2010;0.27
PS4;2016;0.27
GBA;2005;0.27
X360;2011;0.27
X360;2007;0.27
X360;2008;0.27
Wii;2009;0.27
PS;1999;0.27
PS2;2002;0.27
PS2;2010;0.27
PS;1998;0.27
3DS;2016;0.27
GC;2006;0.27
DS;2008;0.27
3DS;2013;0.27
X360;2007;0.27
PS2;2003;0.27
DS;2007;0.27
PS2;2003;0.27
DS;2009;0.27
PS;1995;0.27
X360;2010;0.27
Wii;2009;0.27
PS;2000;0.27
XB;2002;0.27
DS;2011;0.27
PS4;2015;0.27
3DS;2014;0.27
DS;2010;0.27
PSP;2006;0.27
PS;1996;0.27
PS3;2014;0.27
PS;1998;0.27
SNES;1995;0.27
X360;2009;0.27
PS2;2005;0.27
PS2;2004;0.27
PSV;2012;0.27
DS;2007;0.27
X360;2006;0.27
PS2;2007;0.27
DS;2009;0.27
PSV;2011;0.27
Wii;2009;0.27
PS3;2010;0.27
GBA;2003;0.27
XOne;2015;0.27
PS3;2011;0.27
Wii;2008;0.27
Wii;2009;0.27
DS;2007;0.27
Wii;2009;0.27
PS2;2006;0.27
Wii;2009;0.27
PS3;2012;0.27
X360;2012;0.27
PSP;2010;0.27
GBA;2004;0.27
XB;2003;0.27
PS;1997;0.27
PS3;2006;0.26
PS2;2002;0.26
Wii;2010;0.26
X360;2007;0.26
GBA;2002;0.26
X360;2014;0.26
Wii;2011;0.26
X360;2007;0.26
DS;2005;0.26
PS3;2013;0.26
DC;1998;0.26
Wii;2010;0.26
PS3;2010;0.26
Wii;2009;0.26
PS2;2001;0.26
XB;2002;0.26
PS;1999;0.26
PS3;2010;0.26
PS;1996;0.26
PSV;2014;0.26
3DS;2013;0.26
DS;2009;0.26
PS;1996;0.26
PS2;2007;0.26
PS2;2008;0.26
Wii;2015;0.26
PC;2008;0.26
PS;1997;0.26
DS;2009;0.26
DS;2007;0.26
PS2;2006;0.26
PSV;2014;0.26
GBA;2002;0.26
GEN;1994;0.26
PSP;2005;0.26
PS3;2010;0.26
PS2;2008;0.26
DS;2007;0.26
Wii;2009;0.26
DS;2008;0.26
3DS;2013;0.26
PS2;2004;0.26
DS;2010;0.26
PS2;2007;0.26
Wii;2010;0.26
PS3;2013;0.26
GBA;2002;0.26
PS2;2006;0.26
PSP;2006;0.26
Wii;2011;0.26
GBA;2002;0.26
GBA;2006;0.26
GBA;2005;0.26
PSV;2012;0.26
PS;2000;0.26
Wii;2009;0.26
DS;2008;0.26
GC;2002;0.26
PS2;2002;0.26
DS;2011;0.26
Wii;2010;0.26
DS;2007;0.26
Wii;2010;0.26
DS;2009;0.26
PC;2006;0.26
PS3;2011;0.26
DS;2004;0.26
3DS;2014;0.26
GBA;2006;0.26
GBA;2003;0.26
GBA;2004;0.26
X360;2010;0.26
PS2;2002;0.26
PS3;2009;0.26
DS;2009;0.26
3DS;2013;0.26
PS;1999;0.26
PSP;2009;0.26
PS3;2007;0.26
PSP;2008;0.26
PSP;2009;0.26
N64;1996;0.26
N64;2000;0.26
N64;1999;0.26
N64;1999;0.26
PS2;2007;0.26
PS2;2004;0.26
PS2;2002;0.26
GBA;2002;0.26
PSV;2013;0.26
PS3;2014;0.26
PSP;2009;0.26
X360;2010;0.26
XB;2003;0.26
GC;2001;0.26
X360;2014;0.26
2600;1981;0.26
PS2;2009;0.26
DS;2007;0.26
PS3;2007;0.26
Wii;2009;0.26
XB;2003;0.26
PS3;2012;0.26
X360;2012;0.26
DS;2011;0.26
PS;2000;0.26
PS2;2001;0.26
GC;2003;0.26
Wii;2008;0.26
PSP;2009;0.26
DS;2004;0.26
PS3;2014;0.26
X360;2014;0.26
GBA;2004;0.26
Wii;2007;0.26
X360;2005;0.26
DS;2008;0.26
PS2;2005;0.26
GBA;2003;0.26
SAT;1997;0.26
X360;2013;0.26
GBA;2004;0.26
XB;2005;0.26
PSP;2007;0.26
PS2;2004;0.26
PS;1998;0.26
X360;2008;0.26
SAT;1996;0.26
Wii;2009;0.26
PS3;2013;0.26
PS2;2002;0.26
X360;2006;0.26
Wii;2008;0.26
XB;2005;0.26
PS;1998;0.26
PS3;2012;0.26
PS3;2011;0.26
GC;2004;0.26
DS;2006;0.26
GBA;2002;0.26
PS;1999;0.26
SNES;1999;0.26
2600;1987;0.26
PS3;2008;0.26
SAT;1997;0.26
PS2;2007;0.26
GBA;2002;0.26
WiiU;2016;0.26
DS;2009;0.26
GC;2002;0.26
XB;2002;0.26
PC;2010;0.26
PS2;2004;0.26
PS2;2009;0.26
PS;1999;0.26
PC;2011;0.26
PS2;2003;0.26
PSP;2005;0.26
GBA;2002;0.26
GBA;2002;0.26
DS;2005;0.26
PS2;2001;0.26
Wii;2011;0.26
SAT;1996;0.26
XB;2004;0.26
GC;2004;0.26
GBA;2001;0.25
XB;2003;0.25
PS;1998;0.25
PS3;2007;0.25
SAT;1998;0.25
DS;2008;0.25
PS2;2006;0.25
DS;2010;0.25
PSP;2007;0.25
PS;1999;0.25
PS3;2012;0.25
PS4;2015;0.25
PS2;2009;0.25
GC;2002;0.25
X360;2008;0.25
PS2;2000;0.25
SNES;1991;0.25
PS3;2009;0.25
Wii;2008;0.25
3DS;2011;0.25
GBA;2006;0.25
DS;2006;0.25
XB;2005;0.25
PS3;2014;0.25
SAT;1994;0.25
GB;2000;0.25
PS3;2012;0.25
GC;2006;0.25
PS2;2003;0.25
XB;2002;0.25
DS;2009;0.25
PS;1998;0.25
GBA;2002;0.25
PSP;2010;0.25
PS;1994;0.25
XB;2001;0.25
PS;1999;0.25
Wii;2007;0.25
XB;2003;0.25
PS;2000;0.25
GBA;2004;0.25
X360;2006;0.25
X360;2012;0.25
X360;2011;0.25
PS3;2009;0.25
PS3;2012;0.25
X360;2008;0.25
PS;1996;0.25
DS;2007;0.25
PS;2001;0.25
X360;2007;0.25
PS2;2008;0.25
PS3;2011;0.25
3DS;2013;0.25
XB;2004;0.25
GBA;2001;0.25
GC;2005;0.25
Wii;2008;0.25
GC;2003;0.25
GBA;2001;0.25
X360;2009;0.25
WS;2001;0.25
PS2;2002;0.25
X360;2011;0.25
PSP;2008;0.25
PS;1997;0.25
X360;2006;0.25
GBA;2004;0.25
XB;2005;0.25
XB;2004;0.25
PS;2000;0.25
XB;2003;0.25
X360;2007;0.25
NG;1994;0.25
Wii;2007;0.25
X360;2008;0.25
N64;1999;0.25
N64;1999;0.25
N64;1998;0.25
N64;1997;0.25
N64;1997;0.25
N64;1997;0.25
N64;1998;0.25
N64;1997;0.25
N64;1999;0.25
PS4;2015;0.25
Wii;2010;0.25
PS2;2008;0.25
GC;2003;0.25
PS2;2005;0.25
PS;1996;0.25
XB;2005;0.25
PS;1998;0.25
XOne;2015;0.25
PS2;2003;0.25
DS;2006;0.25
SAT;1998;0.25
PC;2011;0.25
SAT;1998;0.25
PC;2012;0.25
X360;2008;0.25
PSP;2009;0.25
3DS;2015;0.25
PSP;2009;0.25
PS2;2005;0.25
Wii;2008;0.25
PS;1995;0.25
X360;2006;0.25
GBA;2002;0.25
GBA;2002;0.25
PS3;2011;0.25
PS;1998;0.25
Wii;2009;0.25
PS2;2002;0.25
X360;2012;0.25
PS3;2010;0.25
PS3;2015;0.25
Wii;2010;0.25
PS2;2008;0.25
DS;2009;0.25
2600;1982;0.25
XB;2005;0.25
PS;1999;0.25
PS3;2010;0.25
X360;2007;0.25
PS;2000;0.25
DS;2009;0.25
Wii;2010;0.25
PS2;2006;0.25
Wii;2007;0.25
PS2;2001;0.25
GC;2005;0.25
PS2;2007;0.25
X360;2009;0.25
PS3;2007;0.25
PC;2015;0.25
PS;1999;0.25
DS;2008;0.25
Wii;2009;0.25
PS3;2009;0.25
PS3;2010;0.25
X360;2013;0.25
PS;1996;0.25
PS;1996;0.25
GC;2002;0.25
PS3;2008;0.25
PS2;2004;0.25
PS;1997;0.25
DS;2009;0.25
GBA;2002;0.25
PS3;2007;0.25
GC;2005;0.25
GBA;2005;0.25
PSP;2007;0.25
PS3;2008;0.25
GC;2002;0.25
3DS;2014;0.25
X360;2011;0.25
GBA;2004;0.25
GBA;2004;0.25
PS2;2008;0.25
DS;2013;0.25
PS2;2005;0.24
DS;2008;0.24
PS2;2006;0.24
X360;2011;0.24
GBA;2005;0.24
PS;2001;0.24
DS;2010;0.24
XOne;2014;0.24
PSV;2015;0.24
DS;2008;0.24
DS;2006;0.24
PS3;2010;0.24
DS;2011;0.24
PS;1995;0.24
Wii;2009;0.24
PS;1996;0.24
PS;1997;0.24
PSP;2005;0.24
PS;2000;0.24
X360;2008;0.24
X360;2011;0.24
WiiU;2012;0.24
PSV;2014;0.24
PC;2011;0.24
DS;2009;0.24
X360;2009;0.24
PS2;2002;0.24
PS;1999;0.24
PS2;2003;0.24
3DS;2011;0.24
X360;2009;0.24
XB;2004;0.24
PS;1995;0.24
PS2;2003;0.24
DS;2008;0.24
PS2;2006;0.24
PSP;2011;0.24
DS;2009;0.24
PS2;2005;0.24
DS;2006;0.24
GC;2005;0.24
XB;2002;0.24
GBA;2005;0.24
PS;1997;0.24
PS;1997;0.24
PS3;2010;0.24
Wii;2010;0.24
XB;2003;0.24
PS3;2011;0.24
PS3;2008;0.24
Wii;2010;0.24
DS;2005;0.24
PSP;2005;0.24
XOne;2015;0.24
3DS;2013;0.24
Wii;2010;0.24
PSP;2008;0.24
Wii;2008;0.24
XB;2003;0.24
Wii;2008;0.24
PS2;2005;0.24
PSV;2012;0.24
XB;2003;0.24
PSP;2010;0.24
PC;2010;0.24
GC;2005;0.24
3DS;2015;0.24
Wii;2007;0.24
PS2;2003;0.24
PSP;2010;0.24
GC;2001;0.24
Wii;2010;0.24
Wii;2008;0.24
PS2;2006;0.24
XB;2001;0.24
DS;2007;0.24
GBA;2004;0.24
Wii;2010;0.24
XB;2005;0.24
DS;2008;0.24
PS3;2012;0.24
PS2;2003;0.24
GBA;2005;0.24
PS2;2005;0.24
Wii;2009;0.24
PS2;2007;0.24
PSP;2006;0.24
GC;2004;0.24
PSP;2009;0.24
X360;2006;0.24
PS2;2008;0.24
PSP;2009;0.24
PS3;2009;0.24
2600;1981;0.24
N64;1999;0.24
N64;1999;0.24
N64;2000;0.24
N64;1999;0.24
N64;2000;0.24
N64;2000;0.24
Wii;2008;0.24
PS2;2002;0.24
PS3;2009;0.24
DS;2011;0.24
XB;2003;0.24
PS;1998;0.24
GC;2005;0.24
Wii;2009;0.24
PSP;2007;0.24
GBA;2005;0.24
DS;2007;0.24
DS;2009;0.24
DS;2008;0.24
GBA;2004;0.24
PS;1998;0.24
PS2;2003;0.24
PS3;2011;0.24
3DS;2014;0.24
PS4;2014;0.24
XB;2003;0.24
PS2;2008;0.24
X360;2012;0.24
X360;2009;0.24
2600;1980;0.24
SNES;1996;0.24
X360;2011;0.24
Wii;2010;0.24
3DS;2015;0.24
XB;2001;0.24
PS;2002;0.24
PSP;2009;0.24
DS;2010;0.24
GBA;2004;0.24
GBA;2004;0.24
X360;2007;0.24
DS;2009;0.24
X360;2012;0.24
XOne;2016;0.24
X360;2009;0.24
PS2;2003;0.24
PS;1998;0.24
PS2;2004;0.24
PSP;2009;0.24
DS;2008;0.24
PC;2011;0.24
PS3;2012;0.24
X360;2015;0.24
WiiU;2013;0.24
PS;1995;0.24
PS4;2014;0.24
X360;2009;0.24
PS;2000;0.24
X360;2011;0.24
PSV;2012;0.24
Wii;2010;0.24
DS;2009;0.24
PS;2000;0.24
X360;2009;0.24
PS3;2010;0.24
XB;2006;0.24
GBA;2003;0.24
PSP;2013;0.24
PS;1998;0.24
2600;1988;0.24
2600;1981;0.24
DS;2010;0.24
X360;2009;0.24
X360;2013;0.24
DS;2008;0.24
Wii;2011;0.24
PSV;2012;0.24
DS;2006;0.24
PS4;2014;0.24
WiiU;2012;0.24
PC;2011;0.24
PS2;2007;0.24
PS3;2008;0.23
DS;2010;0.23
DS;2008;0.23
WiiU;2016;0.23
DS;2006;0.23
PS2;2003;0.23
PS2;2004;0.23
DS;2010;0.23
DS;2010;0.23
3DS;2015;0.23
PS2;2006;0.23
PS;1998;0.23
DS;2013;0.23
Wii;2009;0.23
DS;2007;0.23
GBA;2003;0.23
XB;2003;0.23
XB;2002;0.23
PSV;2016;0.23
DS;2010;0.23
XB;2005;0.23
XOne;2013;0.23
PS3;2011;0.23
3DS;2015;0.23
DS;2005;0.23
X360;2011;0.23
DS;2011;0.23
PS3;2008;0.23
DS;2008;0.23
PS3;2011;0.23
DC;1999;0.23
PSP;2005;0.23
PSV;2011;0.23
PC;2015;0.23
PSP;2005;0.23
X360;2010;0.23
XB;2002;0.23
PS3;2009;0.23
PS2;2004;0.23
